Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000125820,NKX2-2,Gene Expression,0.7555417343014154,0.0,0.0,4319,1.6133612218373115,497
ENSG00000187164,SHTN1,Gene Expression,0.7548501137728306,0.0,0.0,5873,2.249352446114533,569
ENSG00000159409,CELF3,Gene Expression,0.7521358369271282,0.0,0.0,4288,1.5543427992004588,488
ENSG00000101439,CST3,Gene Expression,0.7520682198791663,0.0,0.0,10698,9.948766321302822,966
ENSG00000175130,MARCKSL1,Gene Expression,0.7512363124922362,0.0,0.0,6078,2.2914753462954516,554
ENSG00000136883,KIF12,Gene Expression,0.7493500003601419,0.0,0.0,2825,1.0405399123773003,431
ENSG00000155093,PTPRN2,Gene Expression,0.7491350888254513,0.0,0.0,4783,1.7751373952032137,511
ENSG00000196923,PDLIM7,Gene Expression,0.7471104975150159,0.0,0.0,4853,5.561277831991298,882
ENSG00000145087,STXBP5L,Gene Expression,0.7452294897195524,0.0,0.0,3485,1.2605657965938144,454
ENSG00000184613,NELL2,Gene Expression,0.7432789838228514,0.0,0.0,4926,1.8198505665510227,513
ENSG00000124942,AHNAK,Gene Expression,0.7396207024083733,0.0,0.0,6280,6.866693051735141,928
ENSG00000197321,SVIL,Gene Expression,0.7395728684173343,0.0,0.0,3333,4.170698640321311,787
ENSG00000119888,EPCAM,Gene Expression,0.7357189752732872,0.0,0.0,4851,1.7930411729506437,506
ENSG00000196090,PTPRT,Gene Expression,0.7349915865208153,0.0,0.0,3436,1.244946407498978,454
ENSG00000007516,BAIAP3,Gene Expression,0.7348930287946307,0.0,0.0,3868,1.4249145285275298,478
ENSG00000198794,SCAMP5,Gene Expression,0.729107424256273,0.0,0.0,3870,1.4401562718803231,493
ENSG00000129514,FOXA1,Gene Expression,0.7268071415854982,0.0,0.0,3556,1.3081501240373297,462
ENSG00000072163,LIMS2,Gene Expression,0.7260194233934169,0.0,0.0,3623,4.199613643013215,856
ENSG00000006611,USH1C,Gene Expression,0.7248626468565832,0.0,0.0,3720,1.3706553025213724,472
ENSG00000166923,GREM1,Gene Expression,0.7244123425625622,0.0,0.0,3406,3.9560930669050425,666
ENSG00000060709,RIMBP2,Gene Expression,0.7203343761847859,0.0,0.0,3234,1.2105000394900278,465
ENSG00000213213,CCDC183,Gene Expression,0.7198285962999922,0.0,0.0,2396,0.916505350429386,445
ENSG00000240694,PNMA2,Gene Expression,0.7197222710248566,0.0,0.0,4150,1.5733216569244204,513
ENSG00000134240,HMGCS2,Gene Expression,0.7193299612514514,0.0,0.0,3442,1.2891920479746348,467
ENSG00000134193,REG4,Gene Expression,0.718752867286591,0.0,0.0,4101,1.566870321337268,492
ENSG00000177469,CAVIN1,Gene Expression,0.717055529457414,0.0,0.0,7093,7.4417076139970835,946
ENSG00000171747,LGALS4,Gene Expression,0.7167484378471195,0.0,0.0,3575,1.3137839024132332,491
ENSG00000077157,PPP1R12B,Gene Expression,0.7159665643958918,0.0,0.0,6110,6.640459133591065,946
ENSG00000142661,MYOM3,Gene Expression,0.7119493989213963,0.0,0.0,2296,0.8401659731613633,423
ENSG00000130643,CALY,Gene Expression,0.7103176143290472,0.0,0.0,3849,1.414182079067355,490
ENSG00000160460,SPTBN4,Gene Expression,0.7101840855918714,0.0,0.0,3579,1.3517519739232884,498
ENSG00000177459,ERICH5,Gene Expression,0.7059242938006762,0.0,0.0,2811,1.0552948562337368,456
ENSG00000176771,NCKAP5,Gene Expression,0.7051043315125637,0.0,0.0,3695,1.4590438320015373,502
ENSG00000128591,FLNC,Gene Expression,0.704182254569839,0.0,0.0,2796,3.3460841128878234,732
ENSG00000131979,GCH1,Gene Expression,0.7036771523664248,0.0,0.0,2057,0.7536490006582219,423
ENSG00000144406,UNC80,Gene Expression,0.7028551806653374,0.0,0.0,2417,0.8970155983637764,443
ENSG00000126106,TMEM53,Gene Expression,0.7017801031476144,0.0,0.0,2773,1.0704895913714616,458
ENSG00000170345,FOS,Gene Expression,0.7009340340220431,0.0,0.0,26161,14.141531090101894,909
ENSG00000165215,CLDN3,Gene Expression,0.7002784504892821,0.0,0.0,1761,0.6019362642395667,394
ENSG00000141753,IGFBP4,Gene Expression,0.6982554241297836,0.0,0.0,4258,4.66932670994202,890
ENSG00000107796,ACTA2,Gene Expression,0.6976276866724392,0.0,0.0,13480,12.936534448638277,913
ENSG00000162552,WNT4,Gene Expression,0.6965351337004988,0.0,0.0,2314,0.8165308298373639,416
ENSG00000148180,GSN,Gene Expression,0.6936103319500158,0.0,0.0,14061,13.986585464453489,967
ENSG00000198734,F5,Gene Expression,0.6935623804204006,0.0,0.0,2585,0.9777036614709591,448
ENSG00000181541,MAB21L2,Gene Expression,0.6932803955620076,0.0,0.0,2337,2.9450962833672256,717
ENSG00000141505,ASGR1,Gene Expression,0.6922432413229818,0.0,0.0,2142,0.8061041047509457,415
ENSG00000129116,PALLD,Gene Expression,0.6916725896064725,0.0,0.0,3484,4.183004609524334,825
ENSG00000166922,SCG5,Gene Expression,0.6906386165275207,0.0,0.0,3766,1.4111778057485762,496
ENSG00000107954,NEURL1,Gene Expression,0.6906218998008583,0.0,0.0,2373,0.8886594853875068,446
ENSG00000116299,KIAA1324,Gene Expression,0.6890384859522981,0.0,0.0,2948,1.0605793859864754,446
ENSG00000151726,ACSL1,Gene Expression,0.6889125762341841,0.0,0.0,8125,3.272941203713018,683
ENSG00000136457,CHAD,Gene Expression,0.6875917658638386,0.0,0.0,1731,0.6744987524085995,394
ENSG00000165556,CDX2,Gene Expression,0.687050231934783,0.0,0.0,2332,0.8767533552751735,427
ENSG00000127831,VIL1,Gene Expression,0.6868749479432721,0.0,0.0,2419,0.9077516137463382,437
ENSG00000124839,RAB17,Gene Expression,0.6868169181658277,0.0,0.0,2472,0.9298053834638971,447
ENSG00000108518,PFN1,Gene Expression,0.6858244726143141,0.0,0.0,11060,9.915284369032285,969
ENSG00000178177,LCORL,Gene Expression,0.6807452181342678,0.0,0.0,3726,1.4252849875538953,510
ENSG00000145920,CPLX2,Gene Expression,0.6793611847671674,0.0,0.0,3299,1.2426738892370854,479
ENSG00000167642,SPINT2,Gene Expression,0.6793369465613928,0.0,0.0,3589,1.344456921361985,499
ENSG00000163499,CRYBA2,Gene Expression,0.678848203365707,0.0,0.0,2134,0.7965202158191783,419
ENSG00000132437,DDC,Gene Expression,0.6751586199118368,0.0,0.0,2317,0.8314179625456204,423
ENSG00000170421,KRT8,Gene Expression,0.6741318909039041,0.0,0.0,13655,5.387854973935014,806
ENSG00000149218,ENDOD1,Gene Expression,0.6731145237292284,0.0,0.0,3924,1.5280115755955366,539
ENSG00000122012,SV2C,Gene Expression,0.671519201578192,0.0,0.0,2267,0.8407361976512117,440
ENSG00000154553,PDLIM3,Gene Expression,0.6684346473020963,0.0,0.0,3593,4.2871407764489255,829
ENSG00000137801,THBS1,Gene Expression,0.6682271233177751,0.0,0.0,3895,4.235808953982474,746
ENSG00000142798,HSPG2,Gene Expression,0.6670838068858617,0.0,0.0,7761,7.780438748669819,952
ENSG00000160298,C21orf58,Gene Expression,0.6643107722409507,0.0,0.0,1779,0.6722520235401754,415
ENSG00000198944,SOWAHA,Gene Expression,0.6640225838532687,0.0,0.0,1527,0.5632670592580994,389
ENSG00000179673,RPRML,Gene Expression,0.6637870449304567,0.0,0.0,1822,0.6811453724134807,401
ENSG00000276644,DACH1,Gene Expression,0.6636255961781813,0.0,0.0,2646,1.0300804393031517,467
ENSG00000072041,SLC6A15,Gene Expression,0.6620462853089286,0.0,0.0,2013,0.7283507932973818,419
ENSG00000171450,CDK5R2,Gene Expression,0.6603774707581056,0.0,0.0,2261,0.8290501608727564,422
ENSG00000105290,APLP1,Gene Expression,0.6583718313949718,0.0,0.0,2642,0.9721234306430813,458
ENSG00000167107,ACSF2,Gene Expression,0.6561949964621562,0.0,0.0,2526,0.9713949800154835,470
ENSG00000141837,CACNA1A,Gene Expression,0.6534738400850756,0.0,0.0,1746,0.6239395434231142,403
ENSG00000151552,QDPR,Gene Expression,0.6492250282269343,0.0,0.0,5353,2.110451468554916,601
ENSG00000108309,RUNDC3A,Gene Expression,0.6479682765948995,0.0,0.0,1665,0.6157547558971986,397
ENSG00000142156,COL6A1,Gene Expression,0.6477022111972045,0.0,0.0,2847,3.2848997957872332,811
ENSG00000126562,WNK4,Gene Expression,0.6453161141984763,0.0,0.0,2308,0.8561651559286072,447
ENSG00000137642,SORL1,Gene Expression,0.6447287849203245,0.0,0.0,2704,1.0576157951176484,498
ENSG00000164107,HAND2,Gene Expression,0.6446787032189291,0.0,0.0,2317,2.76388797193492,724
ENSG00000198300,PEG3,Gene Expression,0.6431248348812283,0.0,0.0,5201,1.8927407174588353,593
ENSG00000150991,UBC,Gene Expression,0.6421646925197642,0.0,0.0,143642,85.70507853135831,972
ENSG00000180785,OR51E1,Gene Expression,0.6412916823052027,0.0,0.0,1654,0.6080838372332531,404
ENSG00000204128,C2orf72,Gene Expression,0.640923610812134,0.0,0.0,1649,0.6462303638399679,413
ENSG00000072110,ACTN1,Gene Expression,0.6403558884266809,0.0,0.0,4931,5.196641286669233,920
ENSG00000182534,MXRA7,Gene Expression,0.6392124064072027,0.0,0.0,4303,4.51505113518496,924
ENSG00000140968,IRF8,Gene Expression,0.6371308072861397,0.0,0.0,2416,0.9209114927269935,454
ENSG00000183317,EPHA10,Gene Expression,0.6356022203292379,0.0,0.0,1535,0.5829320243059565,391
ENSG00000155052,CNTNAP5,Gene Expression,0.6353424438972951,0.0,0.0,1702,0.6156452969928148,389
ENSG00000109062,SLC9A3R1,Gene Expression,0.634454598799854,0.0,0.0,2638,1.018418549938494,483
ENSG00000271824,SMIM32,Gene Expression,0.6337081433770397,0.0,0.0,1950,0.7031908881795098,395
ENSG00000186487,MYT1L,Gene Expression,0.6328967239437507,0.0,0.0,1639,0.635205352217723,406
ENSG00000157613,CREB3L1,Gene Expression,0.6328882765613939,0.0,0.0,2367,0.9156366493888057,464
ENSG00000132639,SNAP25,Gene Expression,0.6325650419144377,0.0,0.0,3200,1.2313875474519187,487
ENSG00000120738,EGR1,Gene Expression,0.6324275169808754,0.0,0.0,17435,9.930867565520098,885
ENSG00000178695,KCTD12,Gene Expression,0.6318086912895683,0.0,0.0,22200,11.10503599189886,916
ENSG00000163814,CDCP1,Gene Expression,0.6294672271682209,0.0,0.0,1533,0.544910194151034,383
ENSG00000069020,MAST4,Gene Expression,0.6289358074482121,0.0,0.0,4241,1.6815349723977122,570
ENSG00000011347,SYT7,Gene Expression,0.628917047232355,0.0,0.0,2218,0.8439462483934953,440
ENSG00000168542,COL3A1,Gene Expression,0.6282352163628634,0.0,0.0,9253,8.529951944109008,953
ENSG00000089356,FXYD3,Gene Expression,0.6281858806127177,0.0,0.0,2905,1.1182282208488565,481
ENSG00000118523,CCN2,Gene Expression,0.627129651255181,0.0,0.0,8770,7.900621604173571,907
ENSG00000258986,TMEM179,Gene Expression,0.6268396903984791,0.0,0.0,1601,0.5916169819066512,407
ENSG00000041982,TNC,Gene Expression,0.6253480731647182,0.0,0.0,2265,2.632182956652396,729
ENSG00000109472,CPE,Gene Expression,0.6245499806177489,0.0,0.0,8880,3.9766939715912657,752
ENSG00000073350,LLGL2,Gene Expression,0.622368782609991,0.0,0.0,2323,0.8726369750811934,448
ENSG00000115648,MLPH,Gene Expression,0.6220407821495032,0.0,0.0,1906,0.6976343642113285,411
ENSG00000167183,PRR15L,Gene Expression,0.6210199101602776,0.0,0.0,1751,0.6372683153736775,405
ENSG00000145198,VWA5B2,Gene Expression,0.620124659405129,0.0,0.0,1542,0.5511001277573782,391
ENSG00000159166,LAD1,Gene Expression,0.6195616728223424,0.0,0.0,1275,0.46585586750199426,369
ENSG00000164093,PITX2,Gene Expression,0.6186883997286192,0.0,0.0,2339,0.9071449428992701,472
ENSG00000170745,KCNS3,Gene Expression,0.6183431624732086,0.0,0.0,2740,1.0568659272192256,497
ENSG00000204889,KRT40,Gene Expression,0.6176490537396966,0.0,0.0,1691,0.6074334024530257,394
ENSG00000167964,RAB26,Gene Expression,0.6176282724302903,0.0,0.0,1929,0.7185773978442838,417
ENSG00000156711,MAPK13,Gene Expression,0.6161559414725557,0.0,0.0,1506,0.5550563876995356,410
ENSG00000068078,FGFR3,Gene Expression,0.6160727831450981,0.0,0.0,1238,0.4651198555533202,368
ENSG00000156920,ADGRG4,Gene Expression,0.6126651359349556,0.0,0.0,1784,0.6643940280061817,409
ENSG00000110318,CEP126,Gene Expression,0.6118915747644913,0.0,0.0,2735,1.104399800574849,503
ENSG00000076864,RAP1GAP,Gene Expression,0.6111917800167875,0.0,0.0,2055,0.7708551554168952,429
ENSG00000182379,NXPH4,Gene Expression,0.6072321812373401,0.0,0.0,975,0.3412368742010888,288
ENSG00000137726,FXYD6,Gene Expression,0.605141663494473,0.0,0.0,2458,2.8195781085675655,802
ENSG00000076554,TPD52,Gene Expression,0.604499373807865,0.0,0.0,4845,1.9493997984190674,607
ENSG00000135447,PPP1R1A,Gene Expression,0.6036481815995742,0.0,0.0,1207,1.2713844478603802,476
ENSG00000173826,KCNH6,Gene Expression,0.6035119912968665,0.0,0.0,1922,0.7122648205352169,409
ENSG00000172478,MAB21L4,Gene Expression,0.6029164236922668,0.0,0.0,1207,0.43971202207570037,361
ENSG00000184117,NIPSNAP1,Gene Expression,0.6028419618549116,0.0,0.0,2377,0.9016798091413197,474
ENSG00000172379,ARNT2,Gene Expression,0.6020664448768804,0.0,0.0,2478,0.9609179122754706,481
ENSG00000167711,SERPINF2,Gene Expression,0.6000526013884774,0.0,0.0,1454,0.5378787260362065,391
ENSG00000163888,CAMK2N2,Gene Expression,0.5991625862768761,0.0,0.0,1491,0.5475941428260894,387
ENSG00000109610,SOD3,Gene Expression,0.5977654316006791,0.0,0.0,4193,4.468892974030688,882
ENSG00000081181,ARG2,Gene Expression,0.5970312783004399,0.0,0.0,2728,1.0610886350350872,489
ENSG00000145730,PAM,Gene Expression,0.5965237657414691,0.0,0.0,8201,3.2713241733744534,741
ENSG00000089505,CMTM1,Gene Expression,0.5963952681393512,0.0,0.0,1811,0.6488351428113883,409
ENSG00000124253,PCK1,Gene Expression,0.5956781804310489,0.0,0.0,1617,0.5750167826093794,385
ENSG00000198729,PPP1R14C,Gene Expression,0.5953027499923284,0.0,0.0,1581,0.603309636236934,403
ENSG00000162889,MAPKAPK2,Gene Expression,0.5930888113395802,0.0,0.0,7653,3.1645871206444194,721
ENSG00000007216,SLC13A2,Gene Expression,0.5925790909119425,0.0,0.0,1301,0.477958866811441,384
ENSG00000142484,TM4SF5,Gene Expression,0.5904089875994606,0.0,0.0,1763,0.640624085663035,401
ENSG00000171476,HOPX,Gene Expression,0.589862338359881,0.0,0.0,4211,1.8071664922124513,588
ENSG00000127252,PLAAT1,Gene Expression,0.5896763978820074,0.0,0.0,1568,0.5589305017802737,392
ENSG00000156804,FBXO32,Gene Expression,0.5880855811263732,0.0,0.0,2289,2.712135163295247,775
ENSG00000112769,LAMA4,Gene Expression,0.5876863425340448,0.0,0.0,2936,3.2742805823906376,850
ENSG00000186479,RGS7BP,Gene Expression,0.5859808125898278,0.0,0.0,1419,0.5563945600010566,405
ENSG00000143375,CGN,Gene Expression,0.5848656045304391,0.0,0.0,1378,0.5290650491983853,388
ENSG00000100079,LGALS2,Gene Expression,0.5840324571479136,0.0,0.0,1429,0.521747160884297,382
ENSG00000101076,HNF4A,Gene Expression,0.5822966401404259,0.0,0.0,1603,0.5946253234847,399
ENSG00000106003,LFNG,Gene Expression,0.5822096962417511,0.0,0.0,2379,0.9503637940756915,469
ENSG00000003147,ICA1,Gene Expression,0.5821310193536986,0.0,0.0,2059,0.8380814498342539,472
ENSG00000171219,CDC42BPG,Gene Expression,0.5817805607945906,0.0,0.0,1083,0.405906130915052,370
ENSG00000266714,MYO15B,Gene Expression,0.5816632162149237,0.0,0.0,6751,2.889194930385802,713
ENSG00000169507,SLC38A11,Gene Expression,0.5816446970119805,0.0,0.0,1543,0.5703168061506879,401
ENSG00000023902,PLEKHO1,Gene Expression,0.581170847078841,0.0,0.0,2031,2.359463604815137,754
ENSG00000178467,P4HTM,Gene Expression,0.5803617036568126,0.0,0.0,3635,1.458011732876426,564
ENSG00000159388,BTG2,Gene Expression,0.5798492537121768,0.0,0.0,13225,8.558846369553033,929
ENSG00000145936,KCNMB1,Gene Expression,0.5793534564197983,0.0,0.0,1770,2.180160187226256,656
ENSG00000168209,DDIT4,Gene Expression,0.5790992752804891,0.0,0.0,5454,2.553962881504722,660
ENSG00000275718,CCL15,Gene Expression,0.5777083158649566,0.0,0.0,1023,0.3557097774863772,336
ENSG00000118137,APOA1,Gene Expression,0.5759933983829187,0.0,0.0,896,0.3072822565716606,276
ENSG00000129990,SYT5,Gene Expression,0.5757131744287742,0.0,0.0,1603,0.5670006271680206,397
ENSG00000172575,RASGRP1,Gene Expression,0.5752778399335503,0.0,0.0,1209,0.44306545365527816,367
ENSG00000143850,PLEKHA6,Gene Expression,0.5749069454979869,0.0,0.0,1583,0.5994927205460867,406
ENSG00000135100,HNF1A,Gene Expression,0.5747921628618455,0.0,0.0,1256,0.4734502722441623,379
ENSG00000138080,EMILIN1,Gene Expression,0.5728414213928531,0.0,0.0,2511,2.7504560062469334,814
ENSG00000143878,RHOB,Gene Expression,0.5708091822349266,0.0,0.0,9679,8.561112597518747,966
ENSG00000133134,BEX2,Gene Expression,0.5686048050670334,0.0,0.0,2456,0.9440126925408745,472
ENSG00000185650,ZFP36L1,Gene Expression,0.5661582972647415,0.0,0.0,2769,3.0159648919650692,822
ENSG00000166920,C15orf48,Gene Expression,0.5655018227100764,0.0,0.0,1130,0.3976258951595169,350
ENSG00000111057,KRT18,Gene Expression,0.563731764897804,0.0,0.0,1965,0.740807161127073,436
ENSG00000126217,MCF2L,Gene Expression,0.5634873673061466,0.0,0.0,3036,1.2739792508169316,531
ENSG00000108187,PBLD,Gene Expression,0.5631131307656749,0.0,0.0,1841,0.7535565300698329,457
ENSG00000183971,NPW,Gene Expression,0.5627210249282308,0.0,0.0,298,0.1171773002041076,158
ENSG00000100219,XBP1,Gene Expression,0.5617943770020905,0.0,0.0,5811,2.3926645113634635,691
ENSG00000143196,DPT,Gene Expression,0.5609442091028043,0.0,0.0,2069,2.483974705697807,666
ENSG00000092068,SLC7A8,Gene Expression,0.5606925634781684,0.0,0.0,1288,0.4533684564840743,377
ENSG00000171724,VAT1L,Gene Expression,0.5592663926766944,0.0,0.0,2526,0.988084496685973,458
ENSG00000162992,NEUROD1,Gene Expression,0.5585653812328214,0.0,0.0,1122,0.4020690501691723,368
ENSG00000244405,ETV5,Gene Expression,0.5579448598955332,0.0,0.0,2407,0.9474293358792275,503
ENSG00000165061,ZMAT4,Gene Expression,0.5578894231622645,0.0,0.0,1000,0.3735258044740262,360
ENSG00000174871,CNIH2,Gene Expression,0.5541127678418233,0.0,0.0,1658,0.6154103570283943,410
ENSG00000189143,CLDN4,Gene Expression,0.553018983932471,0.0,0.0,1461,0.5296775201629071,382
ENSG00000029534,ANK1,Gene Expression,0.5513158955469623,0.0,0.0,1546,0.5828553129128369,413
ENSG00000185324,CDK10,Gene Expression,0.551138803610879,0.0,0.0,2316,0.9677046547893172,512
ENSG00000123358,NR4A1,Gene Expression,0.5510516428054586,0.0,0.0,13098,9.559759268015618,917
ENSG00000163430,FSTL1,Gene Expression,0.5505624595701833,0.0,0.0,3450,3.568874723336886,877
ENSG00000166165,CKB,Gene Expression,0.5505047880720159,0.0,0.0,6685,6.205120804534483,949
ENSG00000174938,SEZ6L2,Gene Expression,0.5504303900435519,0.0,0.0,1591,0.5772505987804781,394
ENSG00000182698,RESP18,Gene Expression,0.5494501645010722,0.0,0.0,899,0.30415565189960914,304
ENSG00000118898,PPL,Gene Expression,0.5471380997637239,0.0,0.0,1748,0.675334850955371,425
ENSG00000215187,FAM166B,Gene Expression,0.5470884657645695,0.0,0.0,1074,0.40204932417595685,362
ENSG00000119411,BSPRY,Gene Expression,0.5453649150477491,0.0,0.0,1134,0.42812321758888394,375
ENSG00000166016,ABTB2,Gene Expression,0.5432928321546908,0.0,0.0,2458,1.0177800344757924,511
ENSG00000153707,PTPRD,Gene Expression,0.5421330103416031,0.0,0.0,1774,0.6923274608909445,432
ENSG00000182795,C1orf116,Gene Expression,0.5419768482007423,0.0,0.0,1278,0.48420858445076354,382
ENSG00000125740,FOSB,Gene Expression,0.5409388003960799,0.0,0.0,6279,4.427111032462591,737
ENSG00000116285,ERRFI1,Gene Expression,0.5395864781431791,0.0,0.0,4658,2.0620076910043923,642
ENSG00000019505,SYT13,Gene Expression,0.5394809761028231,0.0,0.0,1383,0.49257422329236666,376
ENSG00000163435,ELF3,Gene Expression,0.5394242984768458,0.0,0.0,1087,0.4009336121645448,367
ENSG00000107281,NPDC1,Gene Expression,0.5384061753199828,0.0,0.0,6022,2.6534838358431725,734
ENSG00000167641,PPP1R14A,Gene Expression,0.5357463616069824,0.0,0.0,2655,2.905474280038333,798
ENSG00000154319,FAM167A,Gene Expression,0.5350943101957764,0.0,0.0,1206,0.44154773383989987,372
ENSG00000205517,RGL3,Gene Expression,0.5349506429960618,0.0,0.0,1242,0.4743290395826756,382
ENSG00000137166,FOXP4,Gene Expression,0.5339809390254282,0.0,0.0,4607,1.951014957327997,645
ENSG00000170419,VSTM2A,Gene Expression,0.5335453359068166,0.0,0.0,1186,0.4314713742891346,355
ENSG00000158806,NPM2,Gene Expression,0.5331628371442327,0.0,0.0,927,0.3457827688463993,350
ENSG00000125851,PCSK2,Gene Expression,0.5331343358643684,0.0,0.0,1823,0.688651470920111,436
ENSG00000106261,ZKSCAN1,Gene Expression,0.5331239863219549,0.0,0.0,3750,1.6036081221541776,606
ENSG00000106976,DNM1,Gene Expression,0.5327129179380465,0.0,0.0,2339,0.9319580281384737,495
ENSG00000008735,MAPK8IP2,Gene Expression,0.5324291537619437,0.0,0.0,1693,0.654704690669365,429
ENSG00000113657,DPYSL3,Gene Expression,0.531844932094802,0.0,0.0,2076,2.275647366281141,732
