Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000171223,JUNB,Gene Expression,0.5839633285521963,0.0,0.0,5241,4.222005797859644,791
ENSG00000177469,CAVIN1,Gene Expression,0.582121901365234,0.0,0.0,6200,6.375401606691881,909
ENSG00000127324,TSPAN8,Gene Expression,0.5820099635651452,0.0,0.0,3160,2.0390788071629364,461
ENSG00000120129,DUSP1,Gene Expression,0.5815236440515437,0.0,0.0,5747,5.486198530404564,888
ENSG00000159403,C1R,Gene Expression,0.5802655907692288,0.0,0.0,8961,8.731291333314797,929
ENSG00000162761,LMX1A,Gene Expression,0.5800823494056095,0.0,0.0,2702,1.7208328197884966,580
ENSG00000165140,FBP1,Gene Expression,0.5800308914054261,0.0,0.0,4867,3.2249517369430962,657
ENSG00000211445,GPX3,Gene Expression,0.5783673949509924,0.0,0.0,1780,2.0237708485019414,642
ENSG00000154734,ADAMTS1,Gene Expression,0.5780629229998585,0.0,0.0,3170,3.1227504574000267,703
ENSG00000060709,RIMBP2,Gene Expression,0.5759831243073201,0.0,0.0,3893,2.5597858071001887,657
ENSG00000177459,ERICH5,Gene Expression,0.5736802061188083,0.0,0.0,2843,1.9080517738697251,590
ENSG00000131142,CCL25,Gene Expression,0.5726349057059681,0.0,0.0,2283,1.6334852664362018,396
ENSG00000124253,PCK1,Gene Expression,0.5726176234025661,0.0,0.0,2676,1.7987025945563502,380
ENSG00000010310,GIPR,Gene Expression,0.5722913761134358,0.0,0.0,2338,1.4815997688920526,565
ENSG00000035862,TIMP2,Gene Expression,0.5722393167080769,0.0,0.0,4626,4.537748808692589,874
ENSG00000204889,KRT40,Gene Expression,0.5707240449082518,0.0,0.0,1815,1.1266343262997387,503
ENSG00000171747,LGALS4,Gene Expression,0.5699914541100717,0.0,0.0,8186,5.530480725455239,827
ENSG00000171431,KRT20,Gene Expression,0.5672915498826974,0.0,0.0,2533,1.6520625152721935,365
ENSG00000155368,DBI,Gene Expression,0.5646384522414826,0.0,0.0,7098,4.714063309327376,845
ENSG00000159388,BTG2,Gene Expression,0.5640916991308352,0.0,0.0,5521,5.150866465162711,889
ENSG00000143878,RHOB,Gene Expression,0.5639879278073041,0.0,0.0,8218,8.263052161723259,953
ENSG00000145384,FABP2,Gene Expression,0.563680633920479,0.0,0.0,1188,0.6858669195923,227
ENSG00000087245,MMP2,Gene Expression,0.5631318005533837,0.0,0.0,1954,2.2586406213411636,663
ENSG00000141753,IGFBP4,Gene Expression,0.5617719245058229,0.0,0.0,4078,4.213404457249201,859
ENSG00000118137,APOA1,Gene Expression,0.5612856081111693,0.0,0.0,11464,5.165045080291499,640
ENSG00000110244,APOA4,Gene Expression,0.5612159001602052,0.0,0.0,13195,6.561643243909938,680
ENSG00000115593,SMYD1,Gene Expression,0.5610731375655305,0.0,0.0,448,0.5393805529006425,228
ENSG00000166126,AMN,Gene Expression,0.5608266781054467,0.0,0.0,2591,1.6891913749539418,486
ENSG00000205358,MT1H,Gene Expression,0.5598217528006431,0.0,0.0,2027,1.3411803874047923,381
ENSG00000206172,HBA1,Gene Expression,0.5589453747878217,0.0,0.0,528,0.9632687657304468,158
ENSG00000174358,SLC6A19,Gene Expression,0.5581057613361403,0.0,0.0,2191,1.2031192934668773,309
ENSG00000129116,PALLD,Gene Expression,0.5565466124367662,0.0,0.0,2280,2.268882510770819,686
ENSG00000145920,CPLX2,Gene Expression,0.5555662789741349,0.0,0.0,2683,1.7192945658060643,575
ENSG00000181031,RPH3AL,Gene Expression,0.5555113173895327,0.0,0.0,4542,3.331005285891381,741
ENSG00000129514,FOXA1,Gene Expression,0.5543549296998248,0.0,0.0,2081,1.2918229300775466,547
ENSG00000170421,KRT8,Gene Expression,0.5540354436740824,0.0,0.0,23125,15.078250480232064,978
ENSG00000163430,FSTL1,Gene Expression,0.5536919161759244,0.0,0.0,3302,3.4590794823299906,823
ENSG00000135821,GLUL,Gene Expression,0.5523075114099293,0.0,0.0,4536,4.726095332054436,873
ENSG00000162896,PIGR,Gene Expression,0.5510412762373896,0.0,0.0,3894,2.7223282539003884,539
ENSG00000089356,FXYD3,Gene Expression,0.5505618653057541,0.0,0.0,3547,2.3985530926196357,677
ENSG00000250799,PRODH2,Gene Expression,0.5504966111233272,0.0,0.0,2408,1.5247996700768975,556
ENSG00000106624,AEBP1,Gene Expression,0.5500427958571917,0.0,0.0,4083,3.6518249446923807,803
ENSG00000240694,PNMA2,Gene Expression,0.5475288400013949,0.0,0.0,3000,1.979218941291938,617
ENSG00000133800,LYVE1,Gene Expression,0.5456036204514731,0.0,0.0,815,1.0914034195628985,360
ENSG00000116299,KIAA1324,Gene Expression,0.5452177409342701,0.0,0.0,3242,2.042820011832187,627
ENSG00000167183,PRR15L,Gene Expression,0.544683792613057,0.0,0.0,4570,3.3701555964497882,755
ENSG00000133313,CNDP2,Gene Expression,0.5437821247675518,0.0,0.0,5679,4.31468468502959,829
ENSG00000183036,PCP4,Gene Expression,0.5424207347475314,0.0,0.0,180,0.2677073453317643,108
ENSG00000029534,ANK1,Gene Expression,0.5387509845638895,0.0,0.0,2212,1.417043886761747,549
ENSG00000163499,CRYBA2,Gene Expression,0.538457314473841,0.0,0.0,2325,1.4749020674883322,569
ENSG00000145087,STXBP5L,Gene Expression,0.5383648601044699,0.0,0.0,1736,1.0576351369270907,499
ENSG00000161638,ITGA5,Gene Expression,0.5379681554881943,0.0,0.0,1824,1.9611774732753455,592
ENSG00000162482,AKR7A3,Gene Expression,0.5372975705068156,0.0,0.0,2368,1.5376481978409995,425
ENSG00000166482,MFAP4,Gene Expression,0.536883668319316,0.0,0.0,3484,3.6730120076750112,829
ENSG00000076864,RAP1GAP,Gene Expression,0.5342376701310717,0.0,0.0,2303,1.5129124516276058,627
ENSG00000015413,DPEP1,Gene Expression,0.5334236138071262,0.0,0.0,5121,3.0175858814792025,658
ENSG00000184347,SLIT3,Gene Expression,0.5329261118890773,0.0,0.0,831,1.0034267833488746,400
ENSG00000075624,ACTB,Gene Expression,0.5324647118311356,0.0,0.0,18097,16.578612333183685,996
ENSG00000163431,LMOD1,Gene Expression,0.5323164395493171,0.0,0.0,2350,2.3999221007435816,649
ENSG00000006071,ABCC8,Gene Expression,0.531497698825411,0.0,0.0,2991,1.9553237562952677,599
ENSG00000077157,PPP1R12B,Gene Expression,0.531198534383363,0.0,0.0,3580,3.596731795408548,831
ENSG00000181541,MAB21L2,Gene Expression,0.5303871747647919,0.0,0.0,1478,1.5754205779707193,541
ENSG00000198788,MUC2,Gene Expression,0.5299634250078598,0.0,0.0,1499,1.0734695515069037,285
ENSG00000142661,MYOM3,Gene Expression,0.5299581986462505,0.0,0.0,1921,1.141962716117163,508
ENSG00000142089,IFITM3,Gene Expression,0.5275294576112062,0.0,0.0,4976,4.784981956652765,891
ENSG00000112936,C7,Gene Expression,0.5274895476574579,0.0,0.0,4926,4.61871296446656,834
ENSG00000158125,XDH,Gene Expression,0.5271887369253777,0.0,0.0,1827,1.2949573322601238,483
ENSG00000102109,PCSK1N,Gene Expression,0.5266153175653127,0.0,0.0,3942,2.800770947260174,693
ENSG00000277586,NEFL,Gene Expression,0.5262688112198544,0.0,0.0,1512,1.1651559582894169,469
ENSG00000275395,FCGBP,Gene Expression,0.5257897980722266,0.0,0.0,3240,2.2477276509833857,481
ENSG00000119888,EPCAM,Gene Expression,0.5251903186610183,0.0,0.0,7055,4.457587878764385,800
ENSG00000169213,RAB3B,Gene Expression,0.5248843930726083,0.0,0.0,2834,1.9379060794033,633
ENSG00000198417,MT1F,Gene Expression,0.5231927050227604,0.0,0.0,5282,3.287263823747697,761
ENSG00000123358,NR4A1,Gene Expression,0.5223635740252875,0.0,0.0,3850,3.6961991775489955,751
ENSG00000026025,VIM,Gene Expression,0.5222048493972224,0.0,0.0,10419,10.15324931889584,958
ENSG00000124942,AHNAK,Gene Expression,0.5221096851757958,0.0,0.0,6846,6.644498034291728,944
ENSG00000109472,CPE,Gene Expression,0.5206557611398347,0.0,0.0,4356,3.089289342294225,774
ENSG00000011347,SYT7,Gene Expression,0.5205439777853738,0.0,0.0,2432,1.512273626636627,579
ENSG00000181885,CLDN7,Gene Expression,0.5197152947401791,0.0,0.0,4703,3.340620378689693,757
ENSG00000166922,SCG5,Gene Expression,0.519443345104316,0.0,0.0,2865,1.8203591404964696,610
ENSG00000109610,SOD3,Gene Expression,0.5186997241590992,0.0,0.0,3254,3.0929913117492704,771
ENSG00000138030,KHK,Gene Expression,0.5180849817188299,0.0,0.0,2565,1.7010842994152604,501
ENSG00000174992,ZG16,Gene Expression,0.5159072875337223,0.0,0.0,1791,1.1519431772951898,303
ENSG00000072110,ACTN1,Gene Expression,0.5148132046452395,0.0,0.0,3677,3.613159274477134,828
ENSG00000170419,VSTM2A,Gene Expression,0.5139464472525656,0.0,0.0,2286,1.5649831015329423,573
ENSG00000164107,HAND2,Gene Expression,0.5137649616032733,0.0,0.0,1442,1.5839997032114321,504
ENSG00000102265,TIMP1,Gene Expression,0.5130780951149605,0.0,0.0,4314,3.6127293819901354,811
ENSG00000151552,QDPR,Gene Expression,0.5128009081790903,0.0,0.0,3898,2.8380312171032154,745
ENSG00000160460,SPTBN4,Gene Expression,0.5123612896176903,0.0,0.0,2481,1.8226435513353296,631
ENSG00000166147,FBN1,Gene Expression,0.5120520873085681,0.0,0.0,3107,3.671575647270706,824
ENSG00000159409,CELF3,Gene Expression,0.5120349791529749,0.0,0.0,1686,1.0323798565517668,501
ENSG00000163295,ALPI,Gene Expression,0.512014941453927,0.0,0.0,1997,1.1132160058266916,308
ENSG00000059915,PSD,Gene Expression,0.5113565802187242,0.0,0.0,2071,1.8548199084916,631
ENSG00000110245,APOC3,Gene Expression,0.5104778087515894,0.0,0.0,1762,0.7695565730222599,205
ENSG00000265972,TXNIP,Gene Expression,0.5103736447883509,0.0,0.0,5767,4.955140024161476,894
ENSG00000060566,CREB3L3,Gene Expression,0.5095858292251918,0.0,0.0,1296,0.7105493761828743,232
ENSG00000125820,NKX2-2,Gene Expression,0.5089015634615145,0.0,0.0,1691,1.4643048865312602,569
ENSG00000006611,USH1C,Gene Expression,0.5085189291530545,0.0,0.0,4229,2.6329620164263883,713
ENSG00000155093,PTPRN2,Gene Expression,0.5083706258374806,0.0,0.0,2823,1.9968017983873458,620
ENSG00000115461,IGFBP5,Gene Expression,0.5064431953050913,0.0,0.0,4874,5.094614716682694,905
ENSG00000138075,ABCG5,Gene Expression,0.5059522596282945,0.0,0.0,673,0.39633887531948936,192
ENSG00000142156,COL6A1,Gene Expression,0.5056610386803999,0.0,0.0,2661,2.7516701743302105,748
ENSG00000197321,SVIL,Gene Expression,0.5055810110266331,0.0,0.0,1756,1.8720197312559905,615
ENSG00000187164,SHTN1,Gene Expression,0.5054667868120638,0.0,0.0,3562,2.4246165365857197,708
ENSG00000095637,SORBS1,Gene Expression,0.50478959281271,0.0,0.0,3769,3.7056547152172232,805
ENSG00000164093,PITX2,Gene Expression,0.5044119877875115,0.0,0.0,2902,2.029311120154401,653
ENSG00000166831,RBPMS2,Gene Expression,0.5032392913300748,0.0,0.0,936,0.9921849317652852,402
ENSG00000106404,CLDN15,Gene Expression,0.5014729387453792,0.0,0.0,2022,1.3078523403384361,433
ENSG00000076706,MCAM,Gene Expression,0.5010656675165468,0.0,0.0,2070,2.230327464331822,632
ENSG00000184557,SOCS3,Gene Expression,0.49615805674614155,0.0,0.0,1252,1.0762747391634797,361
ENSG00000164530,PI16,Gene Expression,0.494732058138607,0.0,0.0,616,0.8118318740724059,297
ENSG00000166165,CKB,Gene Expression,0.49431117890339926,0.0,0.0,5324,4.3115114325980795,828
ENSG00000100889,PCK2,Gene Expression,0.4937277508644581,0.0,0.0,3024,1.9718541445814577,554
ENSG00000113140,SPARC,Gene Expression,0.49223318973710717,0.0,0.0,6747,6.192063247256505,906
ENSG00000182492,BGN,Gene Expression,0.4905427003056465,0.0,0.0,4271,3.196231455821889,766
ENSG00000106809,OGN,Gene Expression,0.4901877871109979,0.0,0.0,1970,2.2080102192405318,661
ENSG00000163618,CADPS,Gene Expression,0.4895998209434959,0.0,0.0,2820,1.843983587442727,630
ENSG00000129538,RNASE1,Gene Expression,0.48934255338387583,0.0,0.0,2039,2.292490979021445,662
ENSG00000138757,G3BP2,Gene Expression,0.48890739042187076,0.0,0.0,5704,5.075549258458554,909
ENSG00000147416,ATP6V1B2,Gene Expression,0.48885628668383796,0.0,0.0,5222,3.5000689609823996,799
ENSG00000134884,ARGLU1,Gene Expression,0.48763660345101106,0.0,0.0,6019,6.266849721469663,952
ENSG00000178177,LCORL,Gene Expression,0.48732985294629233,0.0,0.0,2008,1.2553477378255775,576
ENSG00000169994,MYO7B,Gene Expression,0.48690541686943634,0.0,0.0,1285,1.1080303511275542,476
ENSG00000176387,HSD11B2,Gene Expression,0.486042070529697,0.0,0.0,1340,0.874973240218692,320
ENSG00000132465,JCHAIN,Gene Expression,0.48520860203300803,0.0,0.0,8850,7.114925072337504,772
ENSG00000125148,MT2A,Gene Expression,0.48509477180957805,0.0,0.0,18912,13.578280289089212,983
ENSG00000196154,S100A4,Gene Expression,0.484314317317628,0.0,0.0,2160,2.3847376370206876,738
ENSG00000182795,C1orf116,Gene Expression,0.48369626507352004,0.0,0.0,3181,2.050073973495916,662
ENSG00000203972,GLYATL3,Gene Expression,0.48367318932223585,0.0,0.0,1962,1.272330237723828,542
ENSG00000163435,ELF3,Gene Expression,0.4834374271198864,0.0,0.0,2749,1.9539803141334902,588
ENSG00000197142,ACSL5,Gene Expression,0.4831525215137543,0.0,0.0,2988,1.8619875260042489,550
ENSG00000143167,GPA33,Gene Expression,0.4828353011080802,0.0,0.0,771,0.4678847748540734,208
ENSG00000169507,SLC38A11,Gene Expression,0.48174562756161576,0.0,0.0,1532,0.9661052430542363,493
ENSG00000109846,CRYAB,Gene Expression,0.4807028788547062,0.0,0.0,1360,1.6066950467460086,563
ENSG00000144191,CNGA3,Gene Expression,0.4805128478769561,0.0,0.0,1446,0.9205913588211434,480
ENSG00000091138,SLC26A3,Gene Expression,0.47966741345745345,0.0,0.0,795,0.46055936640061546,197
ENSG00000145936,KCNMB1,Gene Expression,0.47921870628650365,0.0,0.0,1231,1.2416979826425347,500
ENSG00000076554,TPD52,Gene Expression,0.47823596146497827,0.0,0.0,4238,2.7988399495394827,749
ENSG00000171227,TMEM37,Gene Expression,0.4778126134230728,0.0,0.0,1697,1.0354637018431918,356
ENSG00000181072,CHRM2,Gene Expression,0.4770042892959115,0.0,0.0,304,0.27872121039422654,175
ENSG00000072163,LIMS2,Gene Expression,0.4767862390749087,0.0,0.0,3080,3.2273834966605115,794
ENSG00000114631,PODXL2,Gene Expression,0.4765495136759713,0.0,0.0,1653,1.040156314725653,501
ENSG00000079689,SCGN,Gene Expression,0.4754409575591709,0.0,0.0,1744,1.1070224841516163,521
ENSG00000110651,CD81,Gene Expression,0.4748137787957203,0.0,0.0,6013,5.336106007470274,907
ENSG00000134193,REG4,Gene Expression,0.4745939661976128,0.0,0.0,2843,1.788143764706264,631
ENSG00000142484,TM4SF5,Gene Expression,0.47448653412313346,0.0,0.0,3270,2.101165381051363,696
ENSG00000173826,KCNH6,Gene Expression,0.4744208080779883,0.0,0.0,2336,1.4692224370360127,559
ENSG00000132386,SERPINF1,Gene Expression,0.4723311633909302,0.0,0.0,2443,2.2737643966332715,713
ENSG00000107796,ACTA2,Gene Expression,0.47148186777453016,0.0,0.0,14876,13.740436827838002,977
ENSG00000130643,CALY,Gene Expression,0.47144899473082913,0.0,0.0,1944,1.262968030419868,534
ENSG00000144063,MALL,Gene Expression,0.4702506889253519,0.0,0.0,1349,0.8721600638123131,330
ENSG00000166710,B2M,Gene Expression,0.4697679393654942,0.0,0.0,33432,23.519946376751005,1000
ENSG00000150625,GPM6A,Gene Expression,0.4692169638420556,0.0,0.0,1774,1.1212686142781023,506
ENSG00000104936,DMPK,Gene Expression,0.46857709617284565,0.0,0.0,2352,2.2972865034351706,736
ENSG00000141434,MEP1B,Gene Expression,0.46797184112529355,0.0,0.0,1067,0.561212256434339,215
ENSG00000198300,PEG3,Gene Expression,0.467023509034327,0.0,0.0,1899,1.195167743461071,538
ENSG00000176771,NCKAP5,Gene Expression,0.4666775984432279,0.0,0.0,2492,1.6170032555830813,612
ENSG00000136826,KLF4,Gene Expression,0.4663846476090555,0.0,0.0,2012,1.9896174725691966,620
ENSG00000213996,TM6SF2,Gene Expression,0.4656428685482562,0.0,0.0,919,0.5669934039490241,242
ENSG00000149418,ST14,Gene Expression,0.46546549500081624,0.0,0.0,1487,1.0335985635583225,384
ENSG00000170296,GABARAP,Gene Expression,0.4654591294488469,0.0,0.0,11785,10.624265789454569,993
ENSG00000135916,ITM2C,Gene Expression,0.46523329341534087,0.0,0.0,4507,3.670185332128797,841
ENSG00000163362,INAVA,Gene Expression,0.46504133916265217,0.0,0.0,794,0.5172192192160345,233
ENSG00000166923,GREM1,Gene Expression,0.46394592038070004,0.0,0.0,1822,2.077383306166883,615
ENSG00000174827,PDZK1,Gene Expression,0.46253114172176646,0.0,0.0,1053,0.6910346499229569,287
ENSG00000197273,GUCA2A,Gene Expression,0.4617546919338132,0.0,0.0,818,0.4625665811039863,197
ENSG00000235169,SMIM1,Gene Expression,0.4611747383515578,0.0,0.0,1867,1.1637962861054474,519
ENSG00000118515,SGK1,Gene Expression,0.4604653779519505,0.0,0.0,4298,2.6970979433366473,659
ENSG00000167644,C19orf33,Gene Expression,0.45920789773729703,0.0,0.0,1239,0.7569891531416497,295
ENSG00000016490,CLCA1,Gene Expression,0.45848638256630814,0.0,0.0,1353,0.8978749808220494,321
ENSG00000166681,BEX3,Gene Expression,0.4581820460066623,0.0,0.0,7494,5.855892336275846,939
ENSG00000113303,BTNL8,Gene Expression,0.45734874776619566,0.0,0.0,885,0.5521434125964942,224
ENSG00000167642,SPINT2,Gene Expression,0.4568852852414321,0.0,0.0,4303,2.6091175579398027,739
ENSG00000103196,CRISPLD2,Gene Expression,0.45652386104440557,0.0,0.0,3850,3.6431645204327894,852
ENSG00000135220,UGT2A3,Gene Expression,0.4562116374005651,0.0,0.0,895,0.5737237977861308,210
ENSG00000073350,LLGL2,Gene Expression,0.45520672421743985,0.0,0.0,3036,1.9399043558033549,682
ENSG00000170482,SLC23A1,Gene Expression,0.4549919929515596,0.0,0.0,674,0.36025063727167467,179
ENSG00000108848,LUC7L3,Gene Expression,0.4547077347516464,0.0,0.0,6868,6.407505559206396,961
ENSG00000115386,REG1A,Gene Expression,0.45449986671121245,0.0,0.0,1676,1.3911530146462807,300
ENSG00000066230,SLC9A3,Gene Expression,0.4542061517515912,0.0,0.0,962,0.6038368523875642,236
ENSG00000189129,PLAC9,Gene Expression,0.45273624717317046,0.0,0.0,618,0.7529919117084658,371
ENSG00000021826,CPS1,Gene Expression,0.45119801206263405,0.0,0.0,980,0.6497706399353593,260
ENSG00000183317,EPHA10,Gene Expression,0.451174199221007,0.0,0.0,1519,0.9925832801200157,513
ENSG00000196549,MME,Gene Expression,0.45033075692598784,0.0,0.0,1244,0.7347928091629754,266
ENSG00000160282,FTCD,Gene Expression,0.450316146786834,0.0,0.0,1741,1.2391137849859557,531
ENSG00000198794,SCAMP5,Gene Expression,0.4498408830425318,0.0,0.0,2327,1.4612593952665736,606
ENSG00000159335,PTMS,Gene Expression,0.44971405434771294,0.0,0.0,18359,13.836445569994444,992
ENSG00000232070,TMEM253,Gene Expression,0.4491863303149596,0.0,0.0,726,0.4389799049827785,209
